,Leader,Leader Unison,Main 2,Unison 2,Main 3,Unison 3,L Weapon,L Soul,2 Weapon,2 Soul,3 Weapon,3 Soul,L4,L5,L6,LU4,LU5,LU6,24,25,26,2U4,2U5,2U6,34,35,36,3U4,3U5,3U6,URL,Date
2018,ACeltie,NYSuzuka,Kohane,Sha Suzu,Phiria,Kokkoro,Parashu,General's Halberd,Death's Tomb,Death's Tomb,Death's Axe,Death's Axe,6,6,6,0,0,0,1,6,1,6,6,6,6,1,1,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_spgirl_1anv-timid_kunoichi_ny21-tengu_girl-student_gunsmith-wind_oracle-kokkoro-axe_0024-spear_0022_coop-book_0016_boss_unique-book_0016_boss_unique-axe_0018_boss_unique-axe_0018_boss_unique@555,---,050,555,500,---.png",2021-04-23 19:48:00
2019,Shywe,Celtie,Phiria,Kugui,ACeltie,Kokkoro,Parashu,General's Halberd,Death's Tomb,Yata-no-Kagami,General's Halberd,General's Halberd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/bigwing_shaman-wind_spgirl-wind_oracle-ekaki_onmyoji-wind_spgirl_1anv-kokkoro-axe_0024-spear_0022_coop-book_0016_boss_unique-acce_0014_boss_unique-spear_0022_coop-spear_0022_coop@---,---,---,---,---,---.png",2021-04-22 08:16:00
2020,ARegis,Karyl,Beaucy,Junko,SIllumine,Sha Suzu,Parashu,Crimson Orcfist,Yata-no-Kagami,Ancestral Staff,Big Ogre's Axe,Ancestral Staff,6,1,6,4,0,0,6,0,0,1,4,0,6,1,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/rec_android_1anv-kyaru-heavenly_two-konno_junko-illusionist_smr20-student_gunsmith-axe_0024-fist_0004-acce_0014_boss_unique-spear_0023_boss_unique-axe_0022_storyevent-spear_0023_boss_unique@505,3--,5--,03-,505,555.png",2021-04-21 01:10:00
2021,Karyl,Vyron,Malviola,XBianca,Jalil,Sha Suzu,Maltet,Tyrfing,Yata-no-Kagami,Yata-no-Kagami,Wallbreaker,Yata-no-Kagami,6,0,0,6,6,6,0,0,0,6,6,6,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/kyaru-veteran_hunter-noble_sorceress-lady_summoner_xm20-chakram_shooter-student_gunsmith-spear_0005-sword_0028-acce_0014_boss_unique-acce_0014_boss_unique-fist_0025_storyevent-acce_0014_boss_unique@5--,555,---,555,---,---.png",2021-04-21 00:07:00
2022,Rem,Sonia,Rakisha,Sha Suzu,Kaiyu,Firamelia,Parashu,Yata-no-Kagami,Yata-no-Kagami,Yata-no-Kagami,Spear of Okeanos,Yata-no-Kagami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rem-brown_fighter-drawing_witch-student_gunsmith-depraved_monk-lamp_guide-axe_0024-acce_0014_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique-spear_0011-acce_0014_boss_unique@---,---,---,---,---,---.png",2021-04-20 21:58:00
2023,SBelsidia,Mino,Beaucy,HRenoir,Sha Suzu,Edita,Aegaeon's Axe,Thor's Hammer,Yata-no-Kagami,Yata-no-Kagami,Lost Tome of Archeus,Philebus,6,6,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/dimension_witch_smr20-minotaur_girl-heavenly_two-fox_scientist_hw20-student_gunsmith-punk_warrior-axe_0025_decay-axe_0009-acce_0014_boss_unique-acce_0014_boss_unique-book_0028_storyevent-book_0010@55-,---,---,002,---,---.png",2021-04-20 13:23:00
2024,Rem,Murakumo,Rakisha,Cipher,SRazelt,Bulleta,Parashu,Claws of the Deep,Empty Bastion,Empty Bastion,Yata-no-Kagami,Empty Bastion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rem-katana_ghost-drawing_witch-ice_witch-prince_zero_smr20-combat_soldier-axe_0024-fist_0020_boss_unique-fist_0021_storyevent-fist_0021_storyevent-acce_0014_boss_unique-fist_0021_storyevent@---,---,---,---,---,---.png",2021-04-20 11:43:00
2025,NYEllya,Selene,Rakisha,Sha Suzu,Emilia,Cipher,Seafang Spear,A Pirate's Life for Me,Yata-no-Kagami,Golden Rake,Blaugandr,Blaugandr,1,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/lightbullet_wiz_ny20-commander-drawing_witch-student_gunsmith-emilia-ice_witch-spear_0029_raid-book_0019_coop-acce_0014_boss_unique-axe_0021_storyevent-staff_0025-staff_0025@05-,05-,---,---,---,---.png",2021-04-20 03:26:00
2026,Sotieth,SMarina,Sakura,Ai Mizuno,Rakisha,Firamelia,Durendal,Empty Bastion,Senji Ryakketsu,Empty Bastion,Axe of Oblivion,Empty Bastion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ruin_lady-pirates_girl_smr20-minamoto_sakura-mizuno_ai-drawing_witch-lamp_guide-sword_0005-fist_0021_storyevent-book_0009-fist_0021_storyevent-axe_0029_storyevent-fist_0021_storyevent@---,---,---,---,---,---.png",2021-04-20 01:12:00
2027,Olivia,SAlice,Bulleta,XBianca,Yakumo,Denah,Maltet,The Hand of Orcus,Senji Ryakketsu,blank,The Hand of Orcus,The Hand of Orcus,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/olivia-alice_smr20-combat_soldier-lady_summoner_xm20-silent_ninja-dark_psygirl-spear_0005-fist_0009-book_0009-blank-fist_0009-fist_0009@5--,---,---,---,5--,5--.png",2021-04-18 20:50:00
2028,XArum,Junko,Jalil,AArly,Belsidia,Falsche,Darkbane Gun,24/7,24/7,24/7,The Scepter of Sloth,24/7,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/devil_princess_xm20-konno_junko-chakram_shooter-devil_woman_soldier_1anv-dimension_witch-reaper_girl-gun_0006_raid-staff_rare5_24_7-staff_rare5_24_7-staff_rare5_24_7-staff_0019_boss_unique-staff_rare5_24_7@5--,05-,---,---,---,---.png",2021-04-18 20:48:00
2029,APhiria,ACecilia,VEllya,Firamelia,Theriol,VFloretta,blank,blank,Insanity,blank,blank,blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_oracle_1anv-woman_knight_1anv-lightbullet_wiz_vt21-lamp_guide-crystal_swordman-whitedog_beast_vt21-blank-blank-gun_0004_boss_unique-blank-blank-blank@---,---,---,---,---,---.png",2021-04-18 17:57:00
2030,Rem,APhiria,Rakisha,Firamelia,Cipher,XBianca,Parashu,Holy Scepter,Yata-no-Kagami,Golden Rake,Golden Rake,Golden Rake,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rem-wind_oracle_1anv-drawing_witch-lamp_guide-ice_witch-lady_summoner_xm20-axe_0024-staff_0005-acce_0014_boss_unique-axe_0021_storyevent-axe_0021_storyevent-axe_0021_storyevent@---,---,---,---,5--,---.png",2021-04-18 15:56:00
2031,blank,blank,blank,blank,Cipher,blank,blank,blank,blank,blank,blank,The Book of Lies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/blank-blank-blank-blank-ice_witch-blank-blank-blank-blank-blank-blank-book_0005@---,---,---,---,---,---.png",2021-04-18 15:11:00
2032,Karyl,Vyron,Junko,Sha Suzu,Jalil,XBianca,Maltet,24/7,Wallbreaker,24/7,24/7,24/7,6,0,0,6,6,0,1,6,0,1,1,6,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/kyaru-veteran_hunter-konno_junko-student_gunsmith-chakram_shooter-lady_summoner_xm20-spear_0005-staff_rare5_24_7-fist_0025_storyevent-staff_rare5_24_7-staff_rare5_24_7-staff_rare5_24_7@5--,55-,05-,005,---,005.png",2021-04-18 14:17:00
2033,Karyl,Rolf,Junko,Sha Suzu,Love,Rebecca,Maltet,Holy Scepter,Wallbreaker,24/7,Darkbane Gun,24/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/kyaru-black_wolf_knight-konno_junko-student_gunsmith-touyakiren_ceo-bearish_darkwitch-spear_0005-staff_0005-fist_0025_storyevent-staff_rare5_24_7-gun_0006_raid-staff_rare5_24_7@---,---,---,---,---,---.png",2021-04-17 22:57:00
2034,Rakisha,Rico,Cipher,Rolf,Rem,Shuilong,Golden Rake,Golden Rake,Yata-no-Kagami,Golden Rake,Maltet,Morning Star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/drawing_witch-mens_attire_girl-ice_witch-black_wolf_knight-rem-waterdragon_kunfu-axe_0021_storyevent-axe_0021_storyevent-acce_0014_boss_unique-axe_0021_storyevent-spear_0005-axe_0023_RCollab@---,---,---,---,---,---.png",2021-04-17 22:16:00
2035,Metis,Rams,Sha Suzu,Rolf,Regis,Sera,Parashu,A Treatise on War,Yata-no-Kagami,Yata-no-Kagami,Maltet,Yata-no-Kagami,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/thunder_archer-thunder_dragon-student_gunsmith-black_wolf_knight-rec_android-machine_police_girl-axe_0024-book_0004-acce_0014_boss_unique-acce_0014_boss_unique-spear_0005-acce_0014_boss_unique@---,---,005,---,---,---.png",2021-04-17 18:04:00
2036,AHanabi,Hanabi,Kikuno,Bianca,Nicola,Sha Suzu,Parashu,Mythical Shield,Staff of the Ancient King,Mythical Shield,Prometheus Blade,Prometheus Blade,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/kunoichi_1anv-kunoichi-compliment_oiran-lady_summoner-sorceress_teacher-student_gunsmith-axe_0024-shield_0012-staff_0017_boss_unique-shield_0012-sword_0012-sword_0012@000,---,---,---,---,---.png",2021-04-17 15:28:00
2037,Olivia,Karyl,Marianne,Sha Suzu,Zelma,Selgir,Maltet,Holy Scepter,Ame-no-Habakiri,Yata-no-Kagami,Yata-no-Kagami,Yata-no-Kagami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/olivia-kyaru-battle_maid-student_gunsmith-illegal_herbalist-blindness_gunner-spear_0005-staff_0005-sword_0004-acce_0014_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique@---,---,---,---,---,---.png",2021-04-17 11:06:00
2038,Sohvi,Adil,Kaiyu,Corinna,Samantha,Liesel,Seafang Spear,Empty Bastion,Empty Bastion,Empty Bastion,Eldtide Staff,Empty Bastion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/psycho_reaper-arabic_swordman-depraved_monk-priest-little_shaman-bishop_girl-spear_0029_raid-fist_0021_storyevent-fist_0021_storyevent-fist_0021_storyevent-staff_0015-fist_0021_storyevent@---,---,---,---,---,---.png",2021-04-17 08:13:00
2039,Belsidia,Selgir,Love,Marianne,XArum,Karyl,24/7,24/7,Darkbane Gun,24/7,The Scepter of Sloth,24/7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/dimension_witch-blindness_gunner-touyakiren_ceo-battle_maid-devil_princess_xm20-kyaru-staff_rare5_24_7-staff_rare5_24_7-gun_0006_raid-staff_rare5_24_7-staff_0019_boss_unique-staff_rare5_24_7@---,---,0--,---,5--,---.png",2021-04-17 03:17:00
2040,Belsidia,XArum,DDenah,Arum,Couette,Junko,The Scepter of Sloth,24/7,24/7,24/7,Darkbane Gun,24/7,6,6,6,1,6,6,0,0,0,1,1,1,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/dimension_witch-devil_princess_xm20-dark_psygirl_dst21-devil_princess-summoner_little-konno_junko-staff_0019_boss_unique-staff_rare5_24_7-staff_rare5_24_7-staff_rare5_24_7-gun_0006_raid-staff_rare5_24_7@555,055,---,000,---,---.png",2021-04-16 22:47:00
2041,ARegis,Karyl,Beaucy,SIllumine,Sera,Sha Suzu,Ancestral Scepter,Crimson Orcfist,Big Ogre's Axe,Ancestral Staff,Ancestral Staff,Ancestral Staff,6,0,0,6,0,0,6,1,1,1,1,1,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rec_android_1anv-kyaru-heavenly_two-illusionist_smr20-machine_police_girl-student_gunsmith-staff_0020_boss_unique-fist_0004-axe_0022_storyevent-spear_0023_boss_unique-spear_0023_boss_unique-spear_0023_boss_unique@5--,5--,500,000,---,---.png",2021-04-16 15:29:00
2042,DDenah,Karyl,Couette,Love,Junko,Sha Suzu,Parashu,24/7,24/7,24/7,Darkbane Gun,24/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/dark_psygirl_dst21-kyaru-summoner_little-touyakiren_ceo-konno_junko-student_gunsmith-axe_0024-staff_rare5_24_7-staff_rare5_24_7-staff_rare5_24_7-gun_0006_raid-staff_rare5_24_7@---,---,---,---,---,555.png",2021-04-16 14:26:00
2043,Belsidia,Love,Karyl,Olivia,Junko,Rebecca,Parashu,24/7,Maltet,24/7,The Scepter of Sloth,24/7,0,0,0,0,0,0,6,0,0,6,0,0,2,0,0,2,0,0,"https://eliya-bot.herokuapp.com/comp/dimension_witch-touyakiren_ceo-kyaru-olivia-konno_junko-bearish_darkwitch-axe_0024-staff_rare5_24_7-spear_0005-staff_rare5_24_7-staff_0019_boss_unique-staff_rare5_24_7@---,---,5--,5--,1--,1--.png",2021-04-16 14:12:00
2044,Belsidia,Adjudicus,Quazer,AArly,XArum,Andy,Parashu,24/7,The Scepter of Sloth,24/7,24/7,24/7,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/dimension_witch-devil_leader-sword_beauty-devil_woman_soldier_1anv-devil_princess_xm20-undead_boy-axe_0024-staff_rare5_24_7-staff_0019_boss_unique-staff_rare5_24_7-staff_rare5_24_7-staff_rare5_24_7@---,5--,---,---,5--,---.png",2021-04-16 01:22:00
2045,APhiria,Falsche,Lilith,Miguel,Lyla,Azel,Maltet,Princess Sword,Ame-no-Habakiri,blank,Obstructor,blank,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,"https://eliya-bot.herokuapp.com/comp/wind_oracle_1anv-reaper_girl-resistance_princess-gentle_barten-unyielding_adventurer-dragon_slayer-spear_0005-sword_0026_PCollab-sword_0004-blank-shield_0013-blank@---,---,---,000,---,00-.png",2021-04-16 00:28:00
2046,AHanabi,Nasir,XBianca,Bianca,Sha Suzu,Rolf,Maltet,Predator,Moonblade Knuckles,Yata-no-Kagami,Yata-no-Kagami,Yata-no-Kagami,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/kunoichi_1anv-magic_sword_girl-lady_summoner_xm20-lady_summoner-student_gunsmith-black_wolf_knight-spear_0005-bow_0016-fist_0006-acce_0014_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique@0--,---,---,---,---,---.png",2021-04-15 23:45:00
2047,WKlaus,Murakumo,Vagner,XBianca,Rolf,Enni,Maltet,A Treatise on War,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Spear of the Ancient King,Spear of the Ancient King,0,0,0,0,0,0,6,0,0,6,6,6,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/wolf_assassin_wt21-katana_ghost-fire_dragon-lady_summoner_xm20-black_wolf_knight-fire_shaman-spear_0005-book_0004-fist_0017_boss_unique-fist_0017_boss_unique-spear_0020_boss_unique-spear_0020_boss_unique@---,---,5--,555,555,---.png",2021-04-15 11:55:00
2048,Lilith,Razelt,APhiria,Orvelle,HNephtim,Firamelia,Yata-no-Kagami,Yata-no-Kagami,Parashu,Treat Wand,Treat Wand,Yata-no-Kagami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/resistance_princess-prince_zero-wind_oracle_1anv-high_priestess-ruin_girl_halfanv-lamp_guide-acce_0014_boss_unique-acce_0014_boss_unique-axe_0024-staff_0024_raid-staff_0024_raid-acce_0014_boss_unique@---,---,---,---,---,---.png",2021-04-14 23:19:00
2049,Kokkoro,Estariel,NYSuzuka,Phiria,ACeltie,Celtie,Death's Tomb,Death's Tomb,Skoll's Blade,Aeolian Bow,Death's Axe,General's Halberd,0,0,0,1,1,0,0,0,0,1,1,0,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/kokkoro-elf_princess-timid_kunoichi_ny21-wind_oracle-wind_spgirl_1anv-wind_spgirl-book_0016_boss_unique-book_0016_boss_unique-sword_0033_decay-bow_0009-axe_0018_boss_unique-spear_0022_coop@---,00-,---,00-,555,555.png",2021-04-14 16:06:00
2050,XArum,Olivia,Jalil,AArly,Love,Karyl,The Scepter of Sloth,24/7,24/7,24/7,Darkbane Gun,24/7,6,6,0,6,6,6,1,1,1,1,0,0,1,6,6,6,0,0,"https://eliya-bot.herokuapp.com/comp/devil_princess_xm20-olivia-chakram_shooter-devil_woman_soldier_1anv-touyakiren_ceo-kyaru-staff_0019_boss_unique-staff_rare5_24_7-staff_rare5_24_7-staff_rare5_24_7-gun_0006_raid-staff_rare5_24_7@55-,555,000,0--,055,5--.png",2021-04-14 15:46:00
2051,Nicola,Azel,Haaj,Nasir,Melmyna,Shirano,Spear of the Ancient King,Yata-no-Kagami,Maltet,Yata-no-Kagami,Yata-no-Kagami,Yata-no-Kagami,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/sorceress_teacher-dragon_slayer-monster_hunter-magic_sword_girl-sanctuary_guard-fox_companion-spear_0020_boss_unique-acce_0014_boss_unique-spear_0005-acce_0014_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique@---,---,---,4--,---,---.png",2021-04-13 01:04:00
2052,Rolf,Jay,Bulleta,Sera,Clarisse,XBianca,Maltet,Predator,Spear of the Ancient King,Uninscribed Bow,The Spear of Gluttony,Spear of the Ancient King,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/black_wolf_knight-cat_shaman-combat_soldier-machine_police_girl-clarisse-lady_summoner_xm20-spear_0005-bow_0016-spear_0020_boss_unique-bow_0001-spear_0021_boss_unique-spear_0020_boss_unique@555,5--,---,---,---,---.png",2021-04-12 18:51:00
2053,Cipher,SRazelt,Rakisha,Emilia,Rem,Selene,Yata-no-Kagami,Yata-no-Kagami,Shell of the Deep,Yata-no-Kagami,Parashu,Morning Star,6,6,6,6,1,6,1,1,6,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch-prince_zero_smr20-drawing_witch-emilia-rem-commander-acce_0014_boss_unique-acce_0014_boss_unique-shield_0018_boss_unique-acce_0014_boss_unique-axe_0024-axe_0023_RCollab@555,505,005,---,---,---.png",2021-04-12 18:45:00
2054,APhiria,Orvelle,Sha Suzu,Luluca,Razelt,Junko,Parashu,The Book of Lies,Yata-no-Kagami,blank,Bonds Forged in Flame,blank,0,0,0,6,0,0,6,6,6,0,0,0,1,6,6,1,5,0,"https://eliya-bot.herokuapp.com/comp/wind_oracle_1anv-high_priestess-student_gunsmith-reporter-prince_zero-konno_junko-axe_0024-book_0005-acce_0014_boss_unique-blank-main_chapter_orb_7-blank@---,5--,555,---,055,04-.png",2021-04-12 18:33:00
2055,AHanabi,NYLuluca,Vagner,Noenne,Levy,XBianca,Predator,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Senji Ryakketsu,Gauntlet of the Ancient King,0,0,0,1,1,0,1,4,0,1,1,4,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/kunoichi_1anv-reporter_ny20-fire_dragon-heavenly_one-shapely_soldier-lady_summoner_xm20-bow_0016-fist_0017_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique-book_0009-fist_0017_boss_unique@---,00-,03-,003,---,---.png",2021-04-12 16:37:00
2056,Olivia,Mia,Rain,Mew,Sohvi,Celtie,The Hand of Orcus,The Hand of Orcus,The Book of Lies,Empty Bastion,Empty Bastion,Empty Bastion,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/olivia-tiger_treasure_hunter-spry_sailor-cat_fighter-psycho_reaper-wind_spgirl-fist_0009-fist_0009-book_0005-fist_0021_storyevent-fist_0021_storyevent-fist_0021_storyevent@---,00-,1--,---,---,---.png",2021-04-11 20:58:00
2057,Murakumo,Bonnie,Roselia,Golem,Sha Suzu,Levy,Parashu,Holy Scepter,Nurarihyon,The Book of Lies,Yata-no-Kagami,Yata-no-Kagami,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/katana_ghost-bee_girl-hidden_blader-guardian_golem-student_gunsmith-shapely_soldier-axe_0024-staff_0005-main_chapter_orb_6-book_0005-acce_0014_boss_unique-acce_0014_boss_unique@---,03-,1--,---,---,---.png",2021-04-11 20:48:00
2058,Karyl,Olivia,Junko,Rebecca,Marianne,Sha Suzu,Maltet,Holy Scepter,Yata-no-Kagami,Yata-no-Kagami,Nurarihyon,A Treatise on War,6,0,0,1,6,0,1,6,0,0,0,0,6,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/kyaru-olivia-konno_junko-bearish_darkwitch-battle_maid-student_gunsmith-spear_0005-staff_0005-acce_0014_boss_unique-acce_0014_boss_unique-main_chapter_orb_6-book_0004@5--,05-,05-,---,5--,---.png",2021-04-11 16:08:00
2059,Rain,SMia,Sonia,Remnith,Rakisha,Owlbert,Poseidon's Spear,Ballastaff,Claws of the Deep,Ballastaff,Ballastaff,Ballastaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/spry_sailor-tiger_treasure_hunter_smr20-brown_fighter-lakeside_guardian-drawing_witch-owl-spear_0017-axe_0027_coop-fist_0020_boss_unique-axe_0027_coop-axe_0027_coop-axe_0027_coop@---,---,---,---,---,---.png",2021-04-11 00:34:00
2060,Haridal,Remnith,Sonia,Rain,Reylas,Liesel,Claws of the Deep,Ballastaff,Yasakani-no-Magatama,Ballastaff,Ballastaff,Ballastaff,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/desert_commander-lakeside_guardian-brown_fighter-spry_sailor-freeze_eye-bishop_girl-fist_0020_boss_unique-axe_0027_coop-acce_0015_boss_unique-axe_0027_coop-axe_0027_coop-axe_0027_coop@---,---,000,---,0--,---.png",2021-04-11 00:20:00
2061,NYEllya,Mordiaga,Bulleta,XBianca,Rakisha,Razelt,Seafang Spear,Morning Star,Senji Ryakketsu,blank,Yata-no-Kagami,Empty Bastion,1,6,0,1,1,6,1,6,6,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/lightbullet_wiz_ny20-desert_wizard-combat_soldier-lady_summoner_xm20-drawing_witch-prince_zero-spear_0029_raid-axe_0023_RCollab-book_0009-blank-acce_0014_boss_unique-fist_0021_storyevent@05-,005,055,---,---,---.png",2021-04-10 19:38:00
2062,Remnith,Alice,NYEllya,Rain,NYTrista,SRazelt,Maltet,Ballastaff,Poseidon's Spear,A Pirate's Life for Me,Ballastaff,Ballastaff,1,1,0,1,0,0,6,0,0,6,1,1,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/lakeside_guardian-alice-lightbullet_wiz_ny20-spry_sailor-urban_soldier_ny21-prince_zero_smr20-spear_0005-axe_0027_coop-spear_0017-book_0019_coop-axe_0027_coop-axe_0027_coop@00-,0--,5--,500,---,---.png",2021-04-10 19:20:00
2063,NYEllya,Selene,Emilia,Sha Suzu,Cipher,Shirano,Parashu,Seafang Spear,Golden Rake,Golden Rake,Yata-no-Kagami,A Treatise on War,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/lightbullet_wiz_ny20-commander-emilia-student_gunsmith-ice_witch-fox_companion-axe_0024-spear_0029_raid-axe_0021_storyevent-axe_0021_storyevent-acce_0014_boss_unique-book_0004@5--,5--,---,---,---,---.png",2021-04-10 15:37:00
2064,Clarisse,Lilial,blank,blank,blank,blank,The Book of Lies,blank,blank,blank,blank,blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/clarisse-alchemist-blank-blank-blank-blank-book_0005-blank-blank-blank-blank-blank@---,---,---,---,---,---.png",2021-04-09 12:25:00
2065,Sonia,Vyron,Rakisha,NYLuluca,Bulleta,Yakumo,Maltet,Dawnbringer,Maiden's Ribbon,Maiden's Ribbon,Senji Ryakketsu,blank,0,0,0,6,6,6,0,0,0,1,1,0,1,1,6,6,0,0,"https://eliya-bot.herokuapp.com/comp/brown_fighter-veteran_hunter-drawing_witch-reporter_ny20-combat_soldier-silent_ninja-spear_0005-sword_0036_storyevent-acce_0008_ZCollab-acce_0008_ZCollab-book_0009-blank@---,555,---,00-,005,5--.png",2021-04-08 22:08:00
2066,Trista,Alice,Rakisha,Rain,Selene,SRazelt,Yasakani-no-Magatama,Ballastaff,Ballastaff,Ballastaff,Maltet,Ballastaff,6,6,1,1,1,1,1,0,0,0,0,0,1,1,6,1,0,0,"https://eliya-bot.herokuapp.com/comp/urban_soldier-alice-drawing_witch-spry_sailor-commander-prince_zero_smr20-acce_0015_boss_unique-axe_0027_coop-axe_0027_coop-axe_0027_coop-spear_0005-axe_0027_coop@550,000,0--,---,005,0--.png",2021-04-08 13:59:00
2067,Rakisha,Liesel,Remnith,Vyron,Reylas,Rain,Poseidon's Spear,Ballastaff,Maltet,Ballastaff,Ballastaff,Ballastaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/drawing_witch-bishop_girl-lakeside_guardian-veteran_hunter-freeze_eye-spry_sailor-spear_0017-axe_0027_coop-spear_0005-axe_0027_coop-axe_0027_coop-axe_0027_coop@---,---,---,---,---,---.png",2021-04-08 13:25:00
2068,Rolf,NYLuluca,Saki,XBianca,Olivia,Bulleta,Maltet,Predator,Holly Gauntlet,Holly Gauntlet,The Hand of Orcus,The Hand of Orcus,0,0,0,1,1,0,4,0,0,0,0,0,1,6,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/black_wolf_knight-reporter_ny20-nikaido_saki-lady_summoner_xm20-olivia-combat_soldier-spear_0005-bow_0016-fist_0026_raid-fist_0026_raid-fist_0009-fist_0009@---,00-,3--,---,05-,---.png",2021-04-08 05:06:00
2069,Nicola,Nasir,Lilial,Sha Suzu,Yugiri,Bianca,Durendal,Flamewing Bow,Flamewing Bow,Prometheus Blade,Yata-no-Kagami,Flamewing Bow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/sorceress_teacher-magic_sword_girl-alchemist-student_gunsmith-yugiri-lady_summoner-sword_0005-bow_0019_raid-bow_0019_raid-sword_0012-acce_0014_boss_unique-bow_0019_raid@---,---,---,---,---,---.png",2021-04-08 02:44:00
